codigo_postal,estado,municipio,localidad
"20000","AGU","001","01"
"20010","AGU","001","01"
"20016","AGU","001","01"
"20018","AGU","001","01"
"20020","AGU","001","01"
"20029","AGU","001","01"
"20030","AGU","001","01"
"20040","AGU","001","01"
"20049","AGU","001","01"
"20050","AGU","001","01"
"20059","AGU","001","01"
"20060","AGU","001","01"
"20064","AGU","001","01"
"20070","AGU","001","01"
"20078","AGU","001","01"
"20080","AGU","001","01"
"20089","AGU","001","01"
"20100","AGU","001","01"
"20110","AGU","001","01"
"20115","AGU","001","01"
"20116","AGU","001","01"
"20117","AGU","001","01"
"20118","AGU","001","01"
"20119","AGU","001","01"
"20120","AGU","001","01"
"20123","AGU","001","01"
"20124","AGU","001","01"
"20127","AGU","001","01"
"20129","AGU","001","01"
"20130","AGU","001","01"
"20135","AGU","001","01"
"20136","AGU","001","01"
"20137","AGU","001","01"
"20138","AGU","001","01"
"20140","AGU","001","01"
"20146","AGU","001","01"
"20149","AGU","001","01"
"20150","AGU","001","01"
"20157","AGU","001","01"
"20158","AGU","001","01"
"20159","AGU","001","01"
"20160","AGU","001","01"
"20164","AGU","001","01"
"20169","AGU","001","01"
"20170","AGU","001","01"
"20172","AGU","001","01"
"20174","AGU","001","01"
"20175","AGU","001","01"
"20177","AGU","001","01"
"20179","AGU","001","01"
"20180","AGU","001","01"
"20190","AGU","001","01"
"20196","AGU","001","01"
"20198","AGU","001","01"
"20199","AGU","001","01"
"20200","AGU","001","01"
"20205","AGU","001","01"
"20206","AGU","001","01"
"20207","AGU","001","01"
"20208","AGU","001","01"
"20210","AGU","001","01"
"20216","AGU","001","01"
"20217","AGU","001","01"
"20218","AGU","001","01"
"20219","AGU","001","01"
"20220","AGU","001","01"
"20229","AGU","001","01"
"20230","AGU","001","01"
"20234","AGU","001","01"
"20235","AGU","001","01"
"20236","AGU","001","01"
"20237","AGU","001","01"
"20238","AGU","001","01"
"20239","AGU","001","01"
"20240","AGU","001","01"
"20247","AGU","001","01"
"20248","AGU","001","01"
"20249","AGU","001","01"
"20250","AGU","001","01"
"20255","AGU","001","01"
"20256","AGU","001","01"
"20257","AGU","001","01"
"20259","AGU","001","01"
"20260","AGU","001","01"
"20263","AGU","001","01"
"20264","AGU","001","01"
"20265","AGU","001","01"
"20266","AGU","001","01"
"20267","AGU","001","01"
"20268","AGU","001","01"
"20269","AGU","001","01"
"20270","AGU","001","01"
"20276","AGU","001","01"
"20277","AGU","001","01"
"20278","AGU","001","01"
"20280","AGU","001","01"
"20283","AGU","001","01"
"20284","AGU","001","01"
"20285","AGU","001","01"
"20286","AGU","001","01"
"20287","AGU","001","01"
"20288","AGU","001","01"
"20289","AGU","001","01"
"20290","AGU","001","01"
"20291","AGU","001","01"
"20296","AGU","001","01"
"20297","AGU","001","01"
"20299","AGU","001","01"
"20300","AGU","011","03"
"20303","AGU","011","03"
"20304","AGU","011","03"
"20305","AGU","011","03"
"20400","AGU","007","06"
"20403","AGU","007","06"
"20404","AGU","007","06"
"20405","AGU","007","06"
"20406","AGU","007","06"
"20410","AGU","007","06"
"20414","AGU","007","06"
"20415","AGU","007","06"
"20416","AGU","007","06"
"20417","AGU","007","06"
"20460","AGU","004","09"
"20462","AGU","004","09"
"20466","AGU","004","09"
"20467","AGU","004","09"
"20468","AGU","004","09"
"20469","AGU","004","09"
"20600","AGU","009","08"
"20602","AGU","009","08"
"20603","AGU","009","08"
"20604","AGU","009","08"
"20605","AGU","009","08"
"20607","AGU","009","08"
"20608","AGU","009","08"
"20670","AGU","006","05"
"20673","AGU","006","05"
"20674","AGU","006","05"
"20675","AGU","006","05"
"20676","AGU","006","05"
"20677","AGU","006","05"
"20678","AGU","006","05"
"20710","AGU","002","07"
"20712","AGU","002","07"
"20713","AGU","002","07"
"20714","AGU","002","07"
"20715","AGU","002","07"
"20716","AGU","002","07"
"20717","AGU","002","07"
"20800","AGU","003","02"
"20802","AGU","003","02"
"20803","AGU","003","02"
"20804","AGU","003","02"
"20805","AGU","003","02"
"20920","AGU","005","04"
"20922","AGU","005","04"
"20923","AGU","005","04"
"20924","AGU","005","04"
"20925","AGU","005","04"
"20927","AGU","005","04"
"20928","AGU","005","04"
"21000","BCN","002","02"
"21010","BCN","002","02"
"21020","BCN","002","02"
"21030","BCN","002","02"
"21038","BCN","002","02"
"21039","BCN","002","02"
"21040","BCN","002","02"
"21050","BCN","002","02"
"21060","BCN","002","02"
"21070","BCN","002","02"
"21079","BCN","002","02"
"21080","BCN","002","02"
"21090","BCN","002","02"
"21100","BCN","002","02"
"21110","BCN","002","02"
"21120","BCN","002","02"
"21130","BCN","002","02"
"21135","BCN","002","02"
"21137","BCN","002","02"
"21138","BCN","002","02"
"21139","BCN","002","02"
"21140","BCN","002","02"
"21147","BCN","002","02"
"21150","BCN","002","02"
"21160","BCN","002","02"
"21165","BCN","002","02"
"21170","BCN","002","02"
"21178","BCN","002","02"
"21179","BCN","002","02"
"21180","BCN","002","02"
"21185","BCN","002","02"
"21188","BCN","002","02"
"21190","BCN","002","02"
"21200","BCN","002","02"
"21210","BCN","002","02"
"21215","BCN","002","02"
"21216","BCN","002","02"
"21217","BCN","002","02"
"21218","BCN","002","02"
"21219","BCN","002","02"
"21220","BCN","002","02"
"21224","BCN","002","02"
"21225","BCN","002","02"
"21226","BCN","002","02"
"21229","BCN","002","02"
"21230","BCN","002","02"
"21239","BCN","002","02"
"21240","BCN","002","02"
"21250","BCN","002","02"
"21254","BCN","002","02"
"21255","BCN","002","02"
"21257","BCN","002","02"
"21258","BCN","002","02"
"21259","BCN","002","02"
"21260","BCN","002","02"
"21270","BCN","002","02"
"21279","BCN","002","02"
"21280","BCN","002","02"
"21285","BCN","002","02"
"21289","BCN","002","02"
"21290","BCN","002","02"
"21297","BCN","002","02"
"21298","BCN","002","02"
"21299","BCN","002","02"
"21300","BCN","002","02"
"21307","BCN","002","02"
"21309","BCN","002","02"
"21310","BCN","002","02"
"21320","BCN","002","02"
"21323","BCN","002","02"
"21324","BCN","002","02"
"21325","BCN","002","02"
"21326","BCN","002","02"
"21327","BCN","002","02"
"21330","BCN","002","02"
"21337","BCN","002","02"
"21339","BCN","002","02"
"21340","BCN","002","02"
"21350","BCN","002","02"
"21353","BCN","002","02"
"21354","BCN","002","02"
"21355","BCN","002","02"
"21356","BCN","002","02"
"21360","BCN","002","02"
"21370","BCN","002","02"
"21371","BCN","002","02"
"21376","BCN","002","02"
"21378","BCN","002","02"
"21379","BCN","002","02"
"21380","BCN","002","02"
"21383","BCN","002","02"
"21384","BCN","002","02"
"21385","BCN","002","02"
"21386","BCN","002","02"
"21387","BCN","002","02"
"21389","BCN","002","02"
"21390","BCN","002","02"
"21393","BCN","002","02"
"21394","BCN","002","02"
"21395","BCN","002","02"
"21396","BCN","002","02"
"21397","BCN","002","02"
"21398","BCN","002","02"
"21399","BCN","002","02"
"21400","BCN","003","03"
"21410","BCN","003","03"
"21420","BCN","003","03"
"21430","BCN","003","03"
"21432","BCN","003","03"
"21433","BCN","003","03"
"21440","BCN","003","03"
"21442","BCN","003","03"
"21447","BCN","003","03"
"21448","BCN","003","03"
"21449","BCN","003","03"
"21450","BCN","003","03"
"21452","BCN","003","03"
"21453","BCN","003","03"
"21460","BCN","003","03"
"21462","BCN","003","03"
"21463","BCN","003","03"
"21470","BCN","003","03"
"21472","BCN","003","03"
"21477","BCN","003","03"
"21478","BCN","003","03"
"21479","BCN","003","03"
"21480","BCN","003","03"
"21482","BCN","003","03"
"21483","BCN","003","03"
"21484","BCN","003","03"
"21485","BCN","003","03"
"21490","BCN","003","03"
"21496","BCN","003","03"
"21850","BCN","002","07"
"22000","BCN","004","04"
"22010","BCN","004","04"
"22014","BCN","004","04"
"22015","BCN","004","04"
"22020","BCN","004","04"
"22024","BCN","004","04"
"22025","BCN","004","04"
"22030","BCN","004","04"
"22034","BCN","004","04"
"22035","BCN","004","04"
"22040","BCN","004","04"
"22044","BCN","004","04"
"22045","BCN","004","04"
"22046","BCN","004","04"
"22050","BCN","004","04"
"22054","BCN","004","04"
"22055","BCN","004","04"
"22056","BCN","004","04"
"22100","BCN","004","04"
"22104","BCN","004","04"
"22105","BCN","004","04"
"22106","BCN","004","04"
"22110","BCN","004","04"
"22114","BCN","004","04"
"22115","BCN","004","04"
"22116","BCN","004","04"
"22117","BCN","004","04"
"22120","BCN","004","04"
"22123","BCN","004","04"
"22124","BCN","004","04"
"22125","BCN","004","04"
"22126","BCN","004","04"
"22127","BCN","004","04"
"22160","BCN","004","04"
"22163","BCN","004","04"
"22164","BCN","004","04"
"22165","BCN","004","04"
"22170","BCN","004","04"
"22180","BCN","004","04"
"22183","BCN","004","04"
"22185","BCN","004","04"
"22186","BCN","004","04"
"22190","BCN","004","04"
"22194","BCN","004","04"
"22195","BCN","004","04"
"22196","BCN","004","04"
"22200","BCN","004","04"
"22203","BCN","004","04"
"22204","BCN","004","04"
"22205","BCN","004","04"
"22206","BCN","004","04"
"22207","BCN","004","04"
"22210","BCN","004","04"
"22214","BCN","004","04"
"22215","BCN","004","04"
"22216","BCN","004","04"
"22217","BCN","004","04"
"22220","BCN","004","04"
"22223","BCN","004","04"
"22224","BCN","004","04"
"22225","BCN","004","04"
"22226","BCN","004","04"
"22230","BCN","004","04"
"22234","BCN","004","04"
"22235","BCN","004","04"
"22236","BCN","004","04"
"22237","BCN","004","04"
"22244","BCN","004","04"
"22245","BCN","004","04"
"22246","BCN","004","04"
"22250","BCN","004","04"
"22253","BCN","004","04"
"22254","BCN","004","04"
"22255","BCN","004","04"
"22260","BCN","004","04"
"22263","BCN","004","04"
"22330","BCN","004","04"
"22333","BCN","004","04"
"22334","BCN","004","04"
"22335","BCN","004","04"
"22400","BCN","004","04"
"22404","BCN","004","04"
"22405","BCN","004","04"
"22406","BCN","004","04"
"22410","BCN","004","04"
"22414","BCN","004","04"
"22415","BCN","004","04"
"22416","BCN","004","04"
"22420","BCN","004","04"
"22424","BCN","004","04"
"22425","BCN","004","04"
"22426","BCN","004","04"
"22427","BCN","004","04"
"22430","BCN","004","04"
"22434","BCN","004","04"
"22435","BCN","004","04"
"22436","BCN","004","04"
"22439","BCN","004","04"
"22440","BCN","004","04"
"22444","BCN","004","04"
"22446","BCN","004","04"
"22450","BCN","004","04"
"22454","BCN","004","04"
"22455","BCN","004","04"
"22456","BCN","004","04"
"22457","BCN","004","04"
"22460","BCN","004","04"
"22464","BCN","004","04"
"22465","BCN","004","04"
"22470","BCN","004","04"
"22473","BCN","004","04"
"22474","BCN","004","04"
"22476","BCN","004","04"
"22500","BCN","004","04"
"22504","BCN","004","04"
"22505","BCN","004","04"
"22506","BCN","004","04"
"22510","BCN","004","04"
"22515","BCN","004","04"
"22516","BCN","004","04"
"22517","BCN","004","04"
"22520","BCN","004","04"
"22523","BCN","004","04"
"22524","BCN","004","04"
"22525","BCN","004","04"
"22526","BCN","004","04"
"22530","BCN","004","04"
"22534","BCN","004","04"
"22535","BCN","004","04"
"22536","BCN","004","04"
"22537","BCN","004","04"
"22540","BCN","004","04"
"22544","BCN","004","04"
"22545","BCN","004","04"
"22550","BCN","004","04"
"22555","BCN","004","04"
"22557","BCN","004","04"
"22560","BCN","004","04"
"22563","BCN","004","04"
"22564","BCN","004","04"
"22565","BCN","004","04"
"22566","BCN","004","04"
"22567","BCN","004","04"
"22600","BCN","004","04"
"22604","BCN","004","04"
"22605","BCN","004","04"
"22606","BCN","004","04"
"22607","BCN","004","04"
"22610","BCN","004","04"
"22614","BCN","004","04"
"22615","BCN","004","04"
"22616","BCN","004","04"
"22620","BCN","004","04"
"22624","BCN","004","04"
"22625","BCN","004","04"
"22626","BCN","004","04"
"22630","BCN","004","04"
"22634","BCN","004","04"
"22635","BCN","004","04"
"22636","BCN","004","04"
"22637","BCN","004","04"
"22640","BCN","004","04"
"22643","BCN","004","04"
"22644","BCN","004","04"
"22645","BCN","004","04"
"22646","BCN","004","04"
"22647","BCN","004","04"
"22650","BCN","004","04"
"22654","BCN","004","04"
"22660","BCN","004","04"
"22663","BCN","004","04"
"22664","BCN","004","04"
"22665","BCN","004","04"
"22666","BCN","004","04"
"22667","BCN","004","04"
"22700","BCN","005","05"
"22703","BCN","005","05"
"22704","BCN","005","05"
"22705","BCN","005","05"
"22706","BCN","005","05"
"22707","BCN","005","05"
"22710","BCN","005","05"
"22713","BCN","005","05"
"22714","BCN","005","05"
"22715","BCN","005","05"
"22716","BCN","005","05"
"22717","BCN","005","05"
"22793","BCN","001","06"
"22800","BCN","001","01"
"22810","BCN","001","01"
"22812","BCN","001","01"
"22813","BCN","001","01"
"22814","BCN","001","01"
"22815","BCN","001","01"
"22818","BCN","001","01"
"22819","BCN","001","01"
"22820","BCN","001","01"
"22822","BCN","001","01"
"22823","BCN","001","01"
"22830","BCN","001","01"
"22835","BCN","001","01"
"22839","BCN","001","01"
"22840","BCN","001","01"
"22842","BCN","001","01"
"22847","BCN","001","01"
"22850","BCN","001","01"
"22852","BCN","001","01"
"22855","BCN","001","01"
"22859","BCN","001","01"
"22860","BCN","001","01"
"22863","BCN","001","01"
"22870","BCN","001","01"
"22872","BCN","001","01"
"22873","BCN","001","01"
"22879","BCN","001","01"
"22880","BCN","001","01"
"22887","BCN","001","01"
"22888","BCN","001","01"
"22889","BCN","001","01"
"22890","BCN","001","01"
"22892","BCN","001","01"
"22895","BCN","001","01"
"22896","BCN","001","01"
"22897","BCN","001","01"
"22898","BCN","001","01"
"23000","BCS","003","02"
"23006","BCS","003","02"
"23007","BCS","003","02"
"23008","BCS","003","02"
"23009","BCS","003","02"
"23010","BCS","003","02"
"23017","BCS","003","02"
"23018","BCS","003","02"
"23019","BCS","003","02"
"23020","BCS","003","02"
"23026","BCS","003","02"
"23029","BCS","003","02"
"23030","BCS","003","02"
"23034","BCS","003","02"
"23037","BCS","003","02"
"23038","BCS","003","02"
"23039","BCS","003","02"
"23040","BCS","003","02"
"23050","BCS","003","02"
"23052","BCS","003","02"
"23054","BCS","003","02"
"23055","BCS","003","02"
"23056","BCS","003","02"
"23057","BCS","003","02"
"23060","BCS","003","02"
"23068","BCS","003","02"
"23069","BCS","003","02"
"23070","BCS","003","02"
"23075","BCS","003","02"
"23076","BCS","003","02"
"23077","BCS","003","02"
"23078","BCS","003","02"
"23079","BCS","003","02"
"23080","BCS","003","02"
"23083","BCS","003","02"
"23084","BCS","003","02"
"23085","BCS","003","02"
"23086","BCS","003","02"
"23088","BCS","003","02"
"23089","BCS","003","02"
"23090","BCS","003","02"
"23091","BCS","003","02"
"23094","BCS","003","02"
"23095","BCS","003","02"
"23096","BCS","003","02"
"23097","BCS","003","02"
"23098","BCS","003","02"
"23099","BCS","003","02"
"23300","BCS","003","07"
"23400","BCS","008","04"
"23403","BCS","008","04"
"23405","BCS","008","04"
"23406","BCS","008","04"
"23407","BCS","008","04"
"23420","BCS","008","04"
"23425","BCS","008","04"
"23426","BCS","008","04"
"23427","BCS","008","04"
"23428","BCS","008","04"
"23429","BCS","008","04"
"23430","BCS","008","04"
"23434","BCS","008","04"
"23435","BCS","008","04"
"23436","BCS","008","04"
"23437","BCS","008","04"
"23440","BCS","008","04"
"23443","BCS","008","04"
"23444","BCS","008","04"
"23445","BCS","008","04"
"23450","BCS","008","03"
"23453","BCS","008","03"
"23454","BCS","008","03"
"23455","BCS","008","03"
"23456","BCS","008","03"
"23460","BCS","008","03"
"23462","BCS","008","03"
"23463","BCS","008","03"
"23467","BCS","008","03"
"23468","BCS","008","03"
"23469","BCS","008","03"
"23470","BCS","008","03"
"23472","BCS","008","03"
"23473","BCS","008","03"
"23474","BCS","008","03"
"23475","BCS","008","03"
"23477","BCS","008","03"
"23478","BCS","008","03"
"23600","BCS","001","01"
"23610","BCS","001","01"
"23620","BCS","001","01"
"23630","BCS","001","01"
"23631","BCS","001","01"
"23640","BCS","001","01"
"23641","BCS","001","01"
"23650","BCS","001","01"
"23658","BCS","001","01"
"23660","BCS","001","01"
"23670","BCS","001","01"
"23676","BCS","001","01"
"23677","BCS","001","01"
"23678","BCS","001","01"
"23680","BCS","001","01"
"23683","BCS","001","01"
"23690","BCS","001","01"
"23695","BCS","001","01"
"23696","BCS","001","01"
"23697","BCS","001","01"
"23710","BCS","001","06"
"23880","BCS","009","05"
"23900","BCS","002","08"
"23920","BCS","002","12"
"23930","BCS","002","10"
"23938","BCS","002","09"
"23940","BCS","002","11"
"24000","CAM","002","01"
"24005","CAM","002","01"
"24008","CAM","002","01"
"24009","CAM","002","01"
"24010","CAM","002","01"
"24014","CAM","002","01"
"24019","CAM","002","01"
"24020","CAM","002","01"
"24023","CAM","002","01"
"24024","CAM","002","01"
"24025","CAM","002","01"
"24026","CAM","002","01"
"24027","CAM","002","01"
"24028","CAM","002","01"
"24029","CAM","002","01"
"24030","CAM","002","01"
"24035","CAM","002","01"
"24036","CAM","002","01"
"24037","CAM","002","01"
"24038","CAM","002","01"
"24039","CAM","002","01"
"24040","CAM","002","01"
"24044","CAM","002","01"
"24048","CAM","002","01"
"24049","CAM","002","01"
"24050","CAM","002","01"
"24058","CAM","002","01"
"24060","CAM","002","01"
"24063","CAM","002","01"
"24067","CAM","002","01"
"24069","CAM","002","01"
"24070","CAM","002","01"
"24073","CAM","002","01"
"24075","CAM","002","01"
"24079","CAM","002","01"
"24080","CAM","002","01"
"24083","CAM","002","01"
"24085","CAM","002","01"
"24086","CAM","002","01"
"24087","CAM","002","01"
"24088","CAM","002","01"
"24089","CAM","002","01"
"24090","CAM","002","01"
"24093","CAM","002","01"
"24094","CAM","002","01"
"24095","CAM","002","01"
"24096","CAM","002","01"
"24097","CAM","002","01"
"24098","CAM","002","01"
"24099","CAM","002","01"
"24100","CAM","003","02"
"24108","CAM","003","02"
"24109","CAM","003","02"
"24110","CAM","003","02"
"24114","CAM","003","02"
"24115","CAM","003","02"
"24116","CAM","003","02"
"24117","CAM","003","02"
"24118","CAM","003","02"
"24119","CAM","003","02"
"24120","CAM","003","02"
"24129","CAM","003","02"
"24130","CAM","003","02"
"24139","CAM","003","02"
"24140","CAM","003","02"
"24150","CAM","003","02"
"24153","CAM","003","02"
"24154","CAM","003","02"
"24155","CAM","003","02"
"24156","CAM","003","02"
"24157","CAM","003","02"
"24158","CAM","003","02"
"24160","CAM","003","02"
"24166","CAM","003","02"
"24167","CAM","003","02"
"24169","CAM","003","02"
"24170","CAM","003","02"
"24178","CAM","003","02"
"24179","CAM","003","02"
"24180","CAM","003","02"
"24185","CAM","003","02"
"24186","CAM","003","02"
"24187","CAM","003","02"
"24188","CAM","003","02"
"24189","CAM","003","02"
"24190","CAM","003","02"
"24195","CAM","003","02"
"24197","CAM","003","02"
"24198","CAM","003","02"
"24199","CAM","003","02"
"24300","CAM","003","06"
"24330","CAM","011","04"
"24350","CAM","009","05"
"24400","CAM","004","08"
"24600","CAM","006","07"
"24800","CAM","005","09"
"24810","CAM","005","11"
"24900","CAM","001","03"
"24902","CAM","001","03"
"24903","CAM","001","03"
"24904","CAM","001","03"
"31000","CHH","019","02"
"31008","CHH","019","02"
"31009","CHH","019","02"
"31020","CHH","019","02"
"31029","CHH","019","02"
"31030","CHH","019","02"
"31034","CHH","019","02"
"31050","CHH","019","02"
"31054","CHH","019","02"
"31060","CHH","019","02"
"31063","CHH","019","02"
"31064","CHH","019","02"
"31065","CHH","019","02"
"31066","CHH","019","02"
"31067","CHH","019","02"
"31074","CHH","019","02"
"31075","CHH","019","02"
"31076","CHH","019","02"
"31091","CHH","019","02"
"31100","CHH","019","02"
"31104","CHH","019","02"
"31105","CHH","019","02"
"31106","CHH","019","02"
"31107","CHH","019","02"
"31110","CHH","019","02"
"31114","CHH","019","02"
"31115","CHH","019","02"
"31116","CHH","019","02"
"31120","CHH","019","02"
"31123","CHH","019","02"
"31124","CHH","019","02"
"31125","CHH","019","02"
"31126","CHH","019","02"
"31130","CHH","019","02"
"31134","CHH","019","02"
"31135","CHH","019","02"
"31136","CHH","019","02"
"31137","CHH","019","02"
"31140","CHH","019","02"
"31143","CHH","019","02"
"31144","CHH","019","02"
"31146","CHH","019","02"
"31150","CHH","019","02"
"31153","CHH","019","02"
"31160","CHH","019","02"
"31170","CHH","019","02"
"31180","CHH","019","02"
"31183","CHH","019","02"
"31184","CHH","019","02"
"31186","CHH","019","02"
"31200","CHH","019","02"
"31203","CHH","019","02"
"31204","CHH","019","02"
"31205","CHH","019","02"
"31206","CHH","019","02"
"31207","CHH","019","02"
"31208","CHH","019","02"
"31210","CHH","019","02"
"31213","CHH","019","02"
"31214","CHH","019","02"
"31215","CHH","019","02"
"31216","CHH","019","02"
"31217","CHH","019","02"
"31220","CHH","019","02"
"31223","CHH","019","02"
"31300","CHH","019","02"
"31304","CHH","019","02"
"31310","CHH","019","02"
"31313","CHH","019","02"
"31314","CHH","019","02"
"31350","CHH","019","02"
"31370","CHH","019","02"
"31375","CHH","019","02"
"31376","CHH","019","02"
"31380","CHH","019","02"
"31384","CHH","019","02"
"31385","CHH","019","02"
"31389","CHH","019","02"
"31410","CHH","019","02"
"31414","CHH","019","02"
"31415","CHH","019","02"
"31416","CHH","019","02"
"31450","CHH","019","02"
"31453","CHH","019","02"
"31455","CHH","019","02"
"31456","CHH","019","02"
"31460","CHH","019","02"
"31470","CHH","019","02"
"31500","CHH","017","03"
"31510","CHH","017","03"
"31512","CHH","017","03"
"31513","CHH","017","03"
"31514","CHH","017","03"
"31515","CHH","017","03"
"31516","CHH","017","03"
"31517","CHH","017","03"
"31520","CHH","017","03"
"31522","CHH","017","03"
"31523","CHH","017","03"
"31524","CHH","017","03"
"31526","CHH","017","03"
"31527","CHH","017","03"
"31528","CHH","017","03"
"31529","CHH","017","03"
"31530","CHH","017","03"
"31532","CHH","017","03"
"31533","CHH","017","03"
"31540","CHH","017","03"
"31542","CHH","017","03"
"31543","CHH","017","03"
"31544","CHH","017","03"
"31550","CHH","017","03"
"31552","CHH","017","03"
"31555","CHH","017","03"
"31557","CHH","017","03"
"31558","CHH","017","03"
"31559","CHH","017","03"
"31560","CHH","017","03"
"31570","CHH","017","03"
"31572","CHH","017","03"
"31573","CHH","017","03"
"31578","CHH","017","03"
"31579","CHH","017","03"
"31580","CHH","017","03"
"31590","CHH","017","03"
"31600","CHH","017","10"
"31660","CHH","006","14"
"31663","CHH","006","14"
"31665","CHH","006","14"
"31700","CHH","050","07"
"31704","CHH","050","07"
"31710","CHH","050","07"
"31719","CHH","050","07"
"31720","CHH","050","07"
"31730","CHH","050","07"
"31735","CHH","050","07"
"31750","CHH","050","07"
"31755","CHH","050","07"
"31758","CHH","050","07"
"31760","CHH","050","07"
"31770","CHH","050","07"
"31777","CHH","050","07"
"31778","CHH","050","07"
"31780","CHH","050","07"
"31783","CHH","050","07"
"31789","CHH","050","07"
"31940","CHH","040","09"
"32000","CHH","037","06"
"32010","CHH","037","06"
"32020","CHH","037","06"
"32030","CHH","037","06"
"32040","CHH","037","06"
"32050","CHH","037","06"
"32060","CHH","037","06"
"32070","CHH","037","06"
"32080","CHH","037","06"
"32090","CHH","037","06"
"32100","CHH","037","06"
"32107","CHH","037","06"
"32108","CHH","037","06"
"32109","CHH","037","06"
"32110","CHH","037","06"
"32120","CHH","037","06"
"32127","CHH","037","06"
"32130","CHH","037","06"
"32140","CHH","037","06"
"32150","CHH","037","06"
"32153","CHH","037","06"
"32159","CHH","037","06"
"32160","CHH","037","06"
"32170","CHH","037","06"
"32177","CHH","037","06"
"32178","CHH","037","06"
"32180","CHH","037","06"
"32190","CHH","037","06"
"32200","CHH","037","06"
"32210","CHH","037","06"
"32215","CHH","037","06"
"32217","CHH","037","06"
"32220","CHH","037","06"
"32223","CHH","037","06"
"32230","CHH","037","06"
"32234","CHH","037","06"
"32240","CHH","037","06"
"32250","CHH","037","06"
"32260","CHH","037","06"
"32270","CHH","037","06"
"32280","CHH","037","06"
"32290","CHH","037","06"
"32295","CHH","037","06"
"32299","CHH","037","06"
"32300","CHH","037","06"
"32310","CHH","037","06"
"32315","CHH","037","06"
"32317","CHH","037","06"
"32319","CHH","037","06"
"32320","CHH","037","06"
"32330","CHH","037","06"
"32340","CHH","037","06"
"32345","CHH","037","06"
"32349","CHH","037","06"
"32350","CHH","037","06"
"32354","CHH","037","06"
"32360","CHH","037","06"
"32369","CHH","037","06"
"32370","CHH","037","06"
"32376","CHH","037","06"
"32379","CHH","037","06"
"32380","CHH","037","06"
"32385","CHH","037","06"
"32389","CHH","037","06"
"32390","CHH","037","06"
"32398","CHH","037","06"
"32400","CHH","037","06"
"32401","CHH","037","06"
"32402","CHH","037","06"
"32403","CHH","037","06"
"32404","CHH","037","06"
"32405","CHH","037","06"
"32408","CHH","037","06"
"32409","CHH","037","06"
"32410","CHH","037","06"
"32413","CHH","037","06"
"32414","CHH","037","06"
"32415","CHH","037","06"
"32416","CHH","037","06"
"32417","CHH","037","06"
"32419","CHH","037","06"
"32420","CHH","037","06"
"32422","CHH","037","06"
"32423","CHH","037","06"
"32424","CHH","037","06"
"32425","CHH","037","06"
"32427","CHH","037","06"
"32430","CHH","037","06"
"32434","CHH","037","06"
"32435","CHH","037","06"
"32437","CHH","037","06"
"32439","CHH","037","06"
"32440","CHH","037","06"
"32446","CHH","037","06"
"32449","CHH","037","06"
"32450","CHH","037","06"
"32451","CHH","037","06"
"32452","CHH","037","06"
"32457","CHH","037","06"
"32459","CHH","037","06"
"32460","CHH","037","06"
"32469","CHH","037","06"
"32470","CHH","037","06"
"32471","CHH","037","06"
"32472","CHH","037","06"
"32500","CHH","037","06"
"32505","CHH","037","06"
"32507","CHH","037","06"
"32509","CHH","037","06"
"32510","CHH","037","06"
"32519","CHH","037","06"
"32520","CHH","037","06"
"32528","CHH","037","06"
"32530","CHH","037","06"
"32534","CHH","037","06"
"32535","CHH","037","06"
"32536","CHH","037","06"
"32537","CHH","037","06"
"32538","CHH","037","06"
"32539","CHH","037","06"
"32540","CHH","037","06"
"32543","CHH","037","06"
"32544","CHH","037","06"
"32545","CHH","037","06"
"32546","CHH","037","06"
"32547","CHH","037","06"
"32548","CHH","037","06"
"32550","CHH","037","06"
"32553","CHH","037","06"
"32557","CHH","037","06"
"32560","CHH","037","06"
"32563","CHH","037","06"
"32564","CHH","037","06"
"32565","CHH","037","06"
"32573","CHH","037","06"
"32574","CHH","037","06"
"32575","CHH","037","06"
"32576","CHH","037","06"
"32577","CHH","037","06"
"32579","CHH","037","06"
"32580","CHH","037","06"
"32583","CHH","037","06"
"32584","CHH","037","06"
"32585","CHH","037","06"
"32586","CHH","037","06"
"32587","CHH","037","06"
"32590","CHH","037","06"
"32594","CHH","037","06"
"32598","CHH","037","06"
"32599","CHH","037","06"
"32600","CHH","037","06"
"32605","CHH","037","06"
"32606","CHH","037","06"
"32607","CHH","037","06"
"32609","CHH","037","06"
"32616","CHH","037","06"
"32617","CHH","037","06"
"32618","CHH","037","06"
"32620","CHH","037","06"
"32625","CHH","037","06"
"32628","CHH","037","06"
"32629","CHH","037","06"
"32630","CHH","037","06"
"32640","CHH","037","06"
"32647","CHH","037","06"
"32648","CHH","037","06"
"32649","CHH","037","06"
"32650","CHH","037","06"
"32651","CHH","037","06"
"32652","CHH","037","06"
"32653","CHH","037","06"
"32654","CHH","037","06"
"32658","CHH","037","06"
"32659","CHH","037","06"
"32660","CHH","037","06"
"32662","CHH","037","06"
"32663","CHH","037","06"
"32664","CHH","037","06"
"32665","CHH","037","06"
"32667","CHH","037","06"
"32668","CHH","037","06"
"32670","CHH","037","06"
"32674","CHH","037","06"
"32675","CHH","037","06"
"32676","CHH","037","06"
"32677","CHH","037","06"
"32678","CHH","037","06"
"32679","CHH","037","06"
"32680","CHH","037","06"
"32685","CHH","037","06"
"32688","CHH","037","06"
"32690","CHH","037","06"
"32692","CHH","037","06"
